,id,source_wsi,dataset,fold
1441,dfe0f68f1f43,2,2,4.0
1442,dfe24ec73350,4,2,4.0
1443,e0072029e135,2,1,4.0
1444,e024bc3c9ad8,3,2,4.0
1445,e03b335d6734,2,2,4.0
1446,e0ea1978d5dc,1,1,4.0
1447,e1610493df63,4,2,4.0
1448,e1647f94f1f9,1,2,4.0
1449,e176191e4f83,1,1,4.0
1450,e17868b94f7e,4,2,4.0
1451,e1ab6b163a1f,2,2,4.0
1452,e1f6c8a7873e,1,1,4.0
1453,e202c2edad04,3,2,4.0
1454,e2149f3ab975,3,2,4.0
1455,e21c60b762c9,3,2,4.0
1456,e27bfe79ed1b,3,2,4.0
1457,e283ea6e3f7b,1,1,4.0
1458,e2924beb5567,1,1,4.0
1459,e2c1ebfddb4a,1,1,4.0
1460,e2c7fe192d5b,4,2,4.0
1461,e2d18adbc90d,2,2,4.0
1462,e37d89a19566,3,2,4.0
1463,e38a7cbaa52d,3,2,4.0
1464,e39b2188eae9,4,2,4.0
1465,e3bd701c768d,2,2,4.0
1466,e3c41ad419a2,2,1,4.0
1467,e4321d033f15,4,2,4.0
1468,e477bfef1e06,4,2,4.0
1469,e4c6313913c3,1,1,4.0
1470,e506a133c873,1,1,4.0
1471,e52415e02d69,4,2,4.0
1472,e52522470fea,1,2,4.0
1473,e53db97f04b9,2,2,4.0
1474,e54c95cfac22,2,2,4.0
1475,e56a225520aa,3,2,4.0
1476,e5ac1caaadd8,1,1,4.0
1477,e5c9a1a4fe3a,3,2,4.0
1478,e61a8801555f,4,2,4.0
1479,e63d156bc72f,1,1,4.0
1480,e65fc78aa66a,2,1,4.0
1481,e6d32a960166,3,2,4.0
1482,e6d6daaf7bf9,3,2,4.0
1483,e6d9bd78b840,1,1,4.0
1484,e6dc33ae1abe,4,2,4.0
1485,e6e180a81f0e,4,2,4.0
1486,e7161814d297,3,2,4.0
1487,e716ad1b0301,3,2,4.0
1488,e72945522a29,1,1,4.0
1489,e72ed3bd99b5,2,1,4.0
1490,e7473674d813,2,1,4.0
1491,e7dd45905a5f,1,1,4.0
1492,e83d5ab2d9f5,2,2,4.0
1493,e868c30b2af7,3,2,4.0
1494,e8758c97b189,4,2,4.0
1495,e8a183610034,1,1,4.0
1496,e8ff12a57773,2,1,4.0
1497,e93185008c33,2,1,4.0
1498,e95c2881d1dc,1,1,4.0
1499,e9794d9a5f53,2,2,4.0
1500,e9932ac01e0e,3,2,4.0
1501,e99c14d23bb4,3,2,4.0
1502,e9c9c5fb7aef,3,2,4.0
1503,e9dc6b6c1048,3,2,4.0
1504,eaa096d85a52,1,2,4.0
1505,eaa85fa2b857,1,1,4.0
1506,eadc7dc8a3fc,3,2,4.0
1507,eb3a771b321f,4,2,4.0
1508,eb52609dbace,2,2,4.0
1509,eb6b959be840,4,2,4.0
1510,eb7564c1ca68,1,2,4.0
1511,eb9b9ee6043a,3,2,4.0
1512,eba1f93e5a11,1,1,4.0
1513,ebd15075feab,2,2,4.0
1514,ebe2cbbc92e4,3,2,4.0
1515,ec097810e8d8,4,2,4.0
1516,ec1667fb6eb8,3,2,4.0
1517,ec453780235f,4,2,4.0
1518,ec72d34932a5,3,2,4.0
1519,ec963d44976f,2,1,4.0
1520,ecdae8fdfd0e,2,2,4.0
1521,ece8da0779f2,3,2,4.0
1522,ed23179ac692,3,2,4.0
1523,ed6a92a9410c,1,1,4.0
1524,ed7e3856c9f2,3,2,4.0
1525,eda294658a0a,1,1,4.0
1526,edae2e5c9f10,2,1,4.0
1527,eea6c0c6130a,3,2,4.0
1528,eef5565a7e5a,1,1,4.0
1529,ef39b81a7917,3,2,4.0
1530,ef5523d50b5b,1,2,4.0
1531,ef7b43bcd2bf,2,2,4.0
1532,ef7f5d12b1ff,1,1,4.0
1533,f00ebb515a6e,2,2,4.0
1534,f027b0dfd2e9,4,2,4.0
1535,f06228af4f28,2,2,4.0
1536,f08458c9d007,4,2,4.0
1537,f08e624dbf3f,3,2,4.0
1538,f09c874f8ded,4,2,4.0
1539,f0c2afc5fb05,1,1,4.0
1540,f0cfdfc066fe,2,2,4.0
1541,f10a389fd4b0,1,2,4.0
1542,f10aa6c569ec,3,2,4.0
1543,f1599b2db68b,3,2,4.0
1544,f17c0bbf7b72,4,2,4.0
1545,f1af97caff9d,1,1,4.0
1546,f217dcd37517,1,2,4.0
1547,f21ab98d3572,1,1,4.0
1548,f24e15fe294b,1,1,4.0
1549,f265c69fc568,2,2,4.0
1550,f2a31831f412,2,1,4.0
1551,f2b3606e1b5d,4,2,4.0
1552,f34dfcdbd7c5,4,2,4.0
1553,f35fa6a4081c,2,2,4.0
1554,f38f2f72a1b7,2,1,4.0
1555,f3ad10bf1c9f,4,2,4.0
1556,f3e4a8d4c296,2,2,4.0
1557,f406fdba08f4,1,1,4.0
1558,f40804ea84e6,1,1,4.0
1559,f45a29109ff5,1,1,4.0
1560,f48f6580655c,1,1,4.0
1561,f49c86636e15,2,2,4.0
1562,f4b0c5cb8593,3,2,4.0
1563,f4c6166d1039,1,1,4.0
1564,f4d25e273134,2,2,4.0
1565,f4e45b48ccf6,3,2,4.0
1566,f4fc628c4249,3,2,4.0
1567,f5140e2c6baf,1,2,4.0
1568,f53f64d220e3,1,2,4.0
1569,f5712dbd32e2,4,2,4.0
1570,f592b552a1af,1,2,4.0
1571,f6113e4633cf,3,2,4.0
1572,f64540767eee,3,2,4.0
1573,f64eb576e78d,4,2,4.0
1574,f66cf535672b,4,2,4.0
1575,f6906101ee0e,1,2,4.0
1576,f69c378f6f4f,2,2,4.0
1577,f6afc2903670,1,1,4.0
1578,f6b0c55c34c7,1,1,4.0
1579,f6cec0d06534,3,2,4.0
1580,f6cfecc532a2,3,2,4.0
1581,f73b7aca41d4,2,1,4.0
1582,f7490ca2f56e,3,2,4.0
1583,f79533b4d460,3,2,4.0
1584,f7a77264f260,3,2,4.0
1585,f81fafbae0e6,4,2,4.0
1586,f86347534ec1,2,1,4.0
1587,f8ccdae187ba,4,2,4.0
1588,f8cff6556e61,1,2,4.0
1589,f993befe3cb4,1,2,4.0
1590,f9e8ec6eeb43,2,2,4.0
1591,f9faf12fc07b,1,2,4.0
1592,fa10ae8f9fec,1,2,4.0
1593,fa207406c405,2,2,4.0
1594,fa6a66f01888,1,2,4.0
1595,fa7c476fc50c,2,2,4.0
1596,faa10f94f96b,3,2,4.0
1597,faa3d92cfabf,3,2,4.0
1598,fab2054e45f5,1,2,4.0
1599,faba1bf818ae,1,1,4.0
1600,fad13db4adfa,3,2,4.0
1601,fb5faa60f9d0,2,2,4.0
1602,fb833bb39c55,1,2,4.0
1603,fbcc007f3f36,4,2,4.0
1604,fbd64e93f84d,4,2,4.0
1605,fbe4539bc60f,4,2,4.0
1606,fbe845f13c20,1,2,4.0
1607,fc0e6e06e2a2,3,2,4.0
1608,fc6def641612,1,1,4.0
1609,fc6ebbb4c854,2,2,4.0
1610,fc7f3e900a45,3,2,4.0
1611,fca17659d2c1,4,2,4.0
1612,fcbe5ce12d5f,1,2,4.0
1613,fcc9e5020998,3,2,4.0
1614,fce9ad75428d,1,2,4.0
1615,fd1a6972f9cd,4,2,4.0
1616,fd2437954fd8,1,1,4.0
1617,fd569e285d3d,4,2,4.0
1618,fd5d1ac0480c,2,2,4.0
1619,fd5ea6efbb88,2,2,4.0
1620,fda1fea47bf0,3,2,4.0
1621,fdc723893ce2,2,2,4.0
1622,fdd133458d88,3,2,4.0
1623,fe0a630dce92,2,2,4.0
1624,fe24576185c4,3,2,4.0
1625,fe248458ea89,1,1,4.0
1626,fe6130954eaa,4,2,4.0
1627,ff30f9fb86ac,2,2,4.0
1628,ff434af74304,4,2,4.0
1629,ff4897b3eda6,4,2,4.0
1630,ff66dec71c4c,3,2,4.0
1631,ff99cdef0f2a,4,2,4.0
1632,ffd3d193c71e,3,2,4.0
